shop1_item1,shop1_item2,shop1_item3,shop1_item4,shop1_item5,shop2_item1,shop2_item2,shop2_item3,shop2_item4,shop2_item5,Holiday
2,1,7,8,24,9,7,9,3,2,0
2,1,4,3,23,2,14,16,9,2,0
2,1,2,3,1,1,2,1,1,2,0
2,1,3,10,2,2,4,5,5,1,0
2,1,5,4,2,1,1,1,1,1,0
2,1,3,1,3,1,3,1,2,1,0
2,1,5,4,3,4,1,10,9,3,0
2,1,1,3,2,1,3,2,1,2,0
2,1,1,1,5,3,2,10,2,2,0
2,1,1,2,1,4,2,1,2,1,0
2,1,1,2,4,7,3,3,1,1,0
2,1,3,5,1,6,1,1,1,3,0
2,1,2,1,2,8,4,6,2,3,0
2,1,4,2,3,9,5,3,3,2,0
2,1,1,1,1,3,2,2,1,1,0
2,1,1,2,4,1,1,3,1,4,0
2,1,1,6,7,4,4,4,6,5,0
2,1,2,1,1,1,1,2,1,2,0
2,1,2,4,3,2,4,4,1,1,0
2,1,1,2,4,9,1,1,1,1,0
2,1,2,3,1,1,5,1,1,2,0
2,1,2,1,1,1,1,1,1,2,0
2,1,1,2,1,2,3,4,1,1,0
2,1,1,1,2,3,1,5,1,2,0
2,1,2,9,10,1,20,4,4,3,0
2,1,9,7,5,2,1,2,4,1,0
2,1,1,2,3,1,1,10,3,3,0
2,1,1,2,1,1,3,7,1,2,0
2,1,2,3,6,9,1,6,10,2,0
2,1,3,12,10,5,8,3,5,2,0
2,1,9,9,2,10,3,2,3,5,0
2,1,2,4,3,5,1,1,1,1,0
2,1,11,37,18,7,13,1,56,74,0
2,1,1,1,15,15,8,4,6,1,0
2,1,1,4,3,2,2,12,11,7,0
2,1,1,4,1,9,8,10,7,2,0
2,1,2,1,3,1,8,2,6,35,0
2,1,16,2,5,1,9,4,2,2,0
2,1,6,38,3,11,12,16,2,1,0
2,1,1,3,1,2,3,1,2,2,0
2,1,1,2,1,3,2,1,2,1,0
2,1,9,8,6,2,4,2,9,1,0
2,1,5,4,4,1,9,1,10,11,0
2,1,2,2,3,4,2,3,11,9,0
2,1,2,3,2,17,5,17,8,2,0
2,1,4,3,3,8,4,3,2,1,0
2,1,4,4,2,1,3,6,6,6,0
2,1,2,1,2,3,3,7,4,4,0
2,1,1,3,2,1,1,1,1,1,0
2,1,1,4,5,3,5,5,4,3,0
2,1,2,3,1,2,4,2,1,2,0
2,1,4,2,1,2,2,1,1,4,0
2,1,2,2,1,3,1,1,1,2,0
2,1,1,3,3,1,1,3,3,1,0
2,1,4,2,3,1,2,7,3,8,0
2,1,1,2,3,1,4,2,4,3,0
2,1,1,2,1,5,1,2,3,3,0
2,1,4,3,2,5,8,13,3,1,0
2,1,4,1,2,3,2,2,4,3,0
2,1,3,4,3,8,4,6,3,2,0
2,1,2,10,3,5,2,3,4,9,0
2,1,3,5,9,9,1,3,2,6,0
2,1,1,3,2,2,15,3,5,6,0
2,1,1,2,3,1,2,5,11,6,0
2,1,1,2,1,1,2,1,1,2,0
2,1,1,1,4,1,2,1,1,2,0
2,1,2,2,1,1,1,1,1,1,0
2,1,1,1,1,2,2,2,1,3,0
2,1,1,5,1,1,1,1,4,5,0
2,1,1,1,4,1,1,2,10,2,0
2,1,9,4,4,1,3,3,3,2,0
2,1,1,3,3,1,5,1,6,1,0
2,1,1,7,1,3,4,2,8,7,0
2,1,4,7,5,9,6,10,1,4,0
2,1,2,1,1,1,4,3,1,2,0
2,1,2,2,1,1,2,2,1,1,0
2,1,10,2,1,5,1,1,2,19,0
2,1,24,9,2,2,3,2,2,1,0
2,1,1,2,7,1,4,2,4,5,0
2,1,1,1,2,2,2,3,2,4,0
2,1,2,1,1,1,1,2,2,2,0
2,1,1,1,1,1,1,1,1,2,0
2,1,1,1,1,1,1,2,1,2,0
2,1,1,1,4,1,2,1,4,1,0
2,1,2,1,3,5,4,1,2,2,0
2,1,2,3,1,2,3,2,3,3,0
2,1,5,1,2,2,2,1,3,2,0
2,1,3,2,2,2,3,2,1,1,0
2,1,3,1,2,3,2,5,3,4,0
2,1,4,3,11,5,14,3,4,7,0
2,1,8,8,15,13,1,6,23,19,0
2,1,5,1,2,1,5,10,13,3,0
2,1,8,1,1,1,8,4,7,6,0
2,1,1,4,1,1,11,12,6,2,0
2,1,2,1,5,4,3,2,6,11,0
2,1,7,4,1,7,2,10,4,5,0
2,1,9,17,5,6,5,3,3,5,0
2,1,1,2,5,4,4,2,11,2,0
2,2,1,1,2,1,1,1,1,2,0
2,2,3,2,2,2,2,3,1,2,0
2,2,1,2,3,2,2,10,6,4,0
2,2,3,6,3,5,5,6,6,7,0
2,2,3,3,4,2,10,6,5,5,0
2,2,3,1,1,2,1,8,34,44,0
2,2,11,2,2,8,5,2,3,4,0
2,2,2,4,1,1,1,7,9,3,0
2,2,2,2,2,1,2,13,4,1,0
2,2,15,5,2,1,3,2,8,3,0
2,2,1,2,10,2,7,2,1,35,0
2,2,1,2,1,7,11,7,3,3,0
2,2,4,6,18,18,8,3,7,5,0
2,2,1,1,1,1,1,6,2,2,0
2,2,1,1,1,2,1,3,2,1,0
2,2,2,1,1,1,4,1,2,1,0
2,2,2,1,1,2,4,2,1,1,0
2,2,9,20,13,6,2,2,3,7,0
2,2,3,8,21,31,1,21,5,10,0
2,2,1,3,4,1,1,5,5,25,0
2,2,4,1,6,5,4,1,1,1,0
2,2,3,15,24,10,14,1,8,4,0
2,2,9,10,1,1,3,2,3,2,0
2,2,2,2,2,1,2,5,2,1,0
2,2,1,3,1,1,1,1,1,11,0
2,2,1,1,2,3,6,1,1,2,0
2,2,25,21,25,4,5,4,38,2,0
2,2,3,2,2,1,6,1,16,5,0
2,2,1,1,1,13,11,3,11,3,0
2,2,3,4,5,3,4,7,1,14,0
2,2,8,1,2,1,8,14,6,15,0
2,2,3,1,2,4,6,5,5,16,0
2,2,3,1,2,1,2,4,2,3,0
2,2,4,1,10,6,1,1,15,23,0
2,2,6,4,4,3,3,8,2,1,0
2,2,3,11,11,3,4,12,5,11,0
2,2,5,2,1,2,10,1,1,1,0
2,2,2,1,1,3,2,2,14,5,0
2,2,1,2,2,1,1,2,2,1,0
2,2,1,10,1,4,1,2,4,2,0
2,2,4,1,3,1,1,7,3,5,0
2,2,15,4,18,15,3,17,3,3,0
2,2,1,1,2,1,10,3,3,4,0
2,2,1,3,5,3,1,2,2,2,0
2,2,3,1,12,10,9,5,5,3,0
2,2,15,15,11,8,4,3,8,8,0
2,2,5,4,3,4,13,11,10,23,0
2,2,3,7,19,11,4,15,9,15,0
2,2,24,22,52,8,25,34,4,15,0
2,2,6,1,1,11,2,1,7,27,0
2,2,3,1,1,2,3,2,9,16,0
2,2,1,4,3,1,1,36,2,2,0
2,2,2,2,2,1,1,1,1,2,0
2,2,4,3,4,2,1,8,13,1,0
2,2,1,1,6,2,4,1,3,2,0
2,2,1,2,3,7,2,3,1,2,0
2,2,12,1,7,4,3,2,1,9,0
2,2,13,5,6,17,11,7,2,3,0
2,2,7,3,1,3,12,7,4,4,0
2,2,2,5,5,3,2,1,3,7,0
2,2,5,1,2,2,3,4,1,11,0
2,2,6,6,3,4,1,2,1,9,0
2,2,5,1,4,4,1,2,1,4,0
2,2,3,1,2,8,5,5,2,3,0
2,2,1,1,1,1,1,1,1,1,0
2,2,1,1,1,1,3,1,2,1,0
2,2,7,2,6,1,2,2,1,3,0
2,2,2,5,5,1,10,5,4,4,0
2,2,1,12,1,3,2,4,2,4,0
2,2,6,2,3,3,10,3,6,3,0
2,2,11,1,4,3,6,2,3,2,0
2,2,3,1,2,2,1,1,1,1,0
2,2,1,2,1,2,3,1,2,2,0
2,2,6,5,4,2,3,2,1,1,0
2,2,1,2,1,3,5,2,2,5,0
2,2,1,1,1,1,1,1,4,2,0
2,2,2,3,1,6,1,4,8,7,0
2,2,2,1,1,1,2,4,1,2,0
2,2,2,4,2,1,1,2,4,1,0
2,2,1,2,1,1,1,3,3,4,0
2,2,5,3,4,2,1,2,2,4,0
2,2,14,6,2,9,5,3,12,19,0
2,2,2,16,5,3,4,7,7,5,0
2,2,11,4,11,2,8,2,2,4,0
2,2,6,9,5,5,3,1,1,5,0
2,2,3,4,3,6,3,11,5,2,0
2,2,3,1,3,2,2,3,7,9,0
2,2,26,3,1,1,6,8,2,11,0
2,2,4,4,10,1,2,10,16,4,0
2,2,3,8,25,3,7,5,7,15,0
2,2,3,2,2,2,5,2,5,5,0
2,2,2,2,2,1,1,1,2,2,0
2,2,2,2,3,1,2,1,2,1,0
2,2,1,2,2,2,4,2,1,5,0
2,2,3,14,3,7,5,12,3,9,0
2,2,4,2,3,3,6,4,10,2,0
2,2,1,1,3,4,6,2,2,1,0
2,2,3,1,4,17,3,2,8,2,0
2,2,2,3,6,1,3,3,1,1,0
2,2,13,2,5,8,7,7,10,7,0
2,2,1,2,5,6,3,2,1,3,0
2,2,1,1,1,2,1,1,1,4,0
2,3,2,2,3,2,2,6,2,1,0
2,3,9,2,8,4,12,2,4,6,0
2,3,5,5,8,4,8,8,6,2,0
2,3,4,2,5,2,6,4,10,1,0
2,3,2,3,6,2,1,22,1,8,0
2,3,1,1,2,1,1,3,2,3,0
2,3,7,1,2,2,2,1,1,3,0
2,3,3,7,5,2,4,1,4,6,0
2,3,5,5,1,6,9,4,3,1,0
2,3,2,7,5,5,1,3,6,9,0
2,3,3,4,1,1,7,9,22,3,0
2,3,4,1,2,1,3,2,7,2,0
2,3,1,4,1,3,5,1,1,2,0
2,3,1,1,1,6,3,2,17,28,0
2,3,4,1,1,1,1,4,1,1,0
2,3,14,26,19,4,8,34,6,3,0
2,3,2,2,1,2,2,1,1,4,0
2,3,5,10,6,5,4,3,8,3,0
2,3,3,2,1,1,1,1,2,1,0
2,3,2,2,1,1,2,3,2,3,0
2,3,4,4,5,4,1,6,3,7,0
2,3,2,6,1,1,11,8,1,1,0
2,3,9,4,6,4,1,1,1,13,0
2,3,1,1,20,27,5,7,10,26,0
2,3,20,13,16,2,7,1,24,21,0
2,3,8,3,2,4,6,2,5,11,0
2,3,4,1,3,1,7,2,5,3,0
2,3,15,8,8,12,13,5,5,5,0
2,3,1,2,3,1,1,1,2,6,0
2,3,1,5,8,4,3,6,1,15,0
2,3,4,5,6,7,3,6,1,6,0
2,3,1,2,6,2,6,2,4,5,0
2,3,23,2,1,2,11,8,3,2,0
2,3,2,4,3,3,2,2,2,3,0
2,3,3,2,7,4,1,3,1,6,0
2,3,19,4,9,3,2,1,3,6,0
2,3,12,2,1,12,27,9,23,7,0
2,3,2,1,3,5,5,5,9,17,0
2,3,8,14,2,5,4,2,5,5,0
2,3,11,9,4,4,1,11,6,3,0
2,3,7,5,2,4,9,6,4,3,0
2,3,3,1,3,1,1,6,2,5,0
2,3,3,6,2,7,2,21,2,2,0
2,3,9,2,4,1,10,2,2,2,0
2,3,4,1,4,5,1,4,14,4,0
2,3,8,4,14,2,12,5,3,8,0
2,3,2,1,1,2,1,1,4,1,0
2,3,3,2,1,8,8,2,4,14,0
2,3,2,5,1,1,1,2,7,1,0
2,3,8,4,9,2,7,3,7,6,0
2,3,9,3,5,3,3,3,2,16,0
2,3,1,1,4,2,5,1,4,8,0
2,3,4,2,2,1,1,5,2,1,0
2,3,2,2,1,2,3,1,1,1,0
2,3,6,2,1,1,1,1,1,1,0
2,3,3,3,2,2,3,3,11,3,0
2,3,14,5,15,4,2,4,27,7,0
2,3,4,3,9,1,7,3,2,1,0
2,3,4,3,3,4,2,2,5,3,0
2,3,10,4,2,3,4,1,1,2,0
2,3,8,1,2,5,4,1,9,7,0
2,3,2,9,4,3,6,6,4,3,0
2,3,8,2,12,1,2,5,3,2,0
2,3,5,2,8,3,2,3,3,38,0
2,3,43,28,28,25,9,14,6,5,0
2,3,2,7,6,1,4,11,1,54,0
2,3,5,13,9,5,14,17,11,7,0
2,3,4,1,2,1,6,1,2,1,0
2,3,4,14,10,3,1,11,2,4,0
2,4,3,7,3,10,2,1,4,5,0
2,4,8,2,8,4,6,11,3,4,0
2,4,6,6,12,12,8,3,5,7,0
2,4,2,2,3,2,5,1,2,5,0
2,4,2,8,10,3,8,3,3,1,0
2,4,1,1,1,4,3,2,7,1,0
2,4,4,1,1,2,1,5,1,1,0
2,4,1,1,2,2,3,4,4,3,0
2,4,2,10,2,5,1,10,5,3,0
2,4,1,1,1,5,4,2,3,1,0
2,4,1,1,2,2,6,25,33,2,0
2,4,6,2,2,11,2,9,10,1,0
2,4,4,3,1,2,1,3,4,1,0
2,4,1,12,4,14,1,11,28,11,0
2,4,7,4,4,2,3,17,10,4,0
2,4,1,1,2,4,3,3,8,5,0
2,4,4,4,6,5,3,1,5,4,0
2,4,5,1,3,1,3,1,1,1,0
2,4,1,1,9,4,6,1,1,1,0
2,4,2,3,6,7,8,4,7,6,0
2,4,30,4,12,12,18,17,10,15,0
2,4,7,2,6,3,1,11,9,5,0
2,4,3,12,5,2,17,3,2,9,0
2,4,1,1,1,1,1,1,1,2,0
2,4,1,7,2,1,5,1,6,1,0
2,4,5,4,2,1,2,10,12,3,0
2,4,3,2,1,5,2,8,1,3,0
2,4,5,4,1,2,3,4,2,6,0
2,4,6,3,5,8,11,8,1,4,0
2,4,5,7,2,6,5,5,2,2,0
2,4,3,2,3,14,1,15,1,1,0
2,4,4,1,9,2,3,2,5,3,0
2,4,2,13,2,2,1,1,2,1,0
2,4,4,2,5,9,14,20,6,10,0
2,5,2,3,2,3,3,6,5,3,0
2,5,5,2,6,1,2,4,1,5,0
2,5,7,6,7,14,7,2,6,1,0
2,5,4,4,6,2,2,2,1,1,0
2,5,4,1,9,10,31,12,8,6,0
2,5,1,6,1,4,3,4,1,1,0
2,5,2,4,5,1,1,4,3,3,0
2,5,1,2,2,2,4,3,3,2,0
2,5,5,2,4,3,4,5,3,4,0
2,5,13,14,16,15,9,9,5,5,0
2,5,9,1,2,4,1,3,1,2,0
2,5,5,6,3,6,1,2,14,13,0
2,5,4,8,5,1,1,1,3,3,0
2,5,16,7,9,10,1,5,5,4,0
2,5,1,5,1,7,8,7,1,3,0
2,5,3,4,2,6,2,3,3,8,0
2,5,1,5,12,6,7,17,7,1,0
2,5,9,2,4,5,4,2,2,6,0
2,5,1,11,2,1,1,1,1,2,0
2,5,14,6,4,8,5,5,1,2,0
2,5,11,58,3,18,16,28,16,53,0
2,5,1,1,1,3,5,2,1,3,0
2,5,5,6,4,9,3,4,7,18,0
2,5,2,3,16,3,4,1,7,19,0
2,5,1,2,8,3,10,2,2,1,0
2,5,3,2,2,3,2,2,3,4,0
2,5,20,3,16,6,8,6,1,2,0
2,5,10,3,1,9,12,6,4,9,0
2,5,2,4,1,2,13,4,1,8,0
2,5,1,1,1,3,2,1,3,2,0
2,5,11,4,6,5,3,13,15,4,0
2,5,4,2,1,1,5,3,1,2,0
2,5,3,4,10,2,3,5,2,5,0
2,5,1,2,1,13,11,3,5,3,0
2,5,3,8,6,1,3,1,1,1,0
2,6,3,3,6,2,7,1,6,4,0
2,6,1,1,1,3,1,1,2,2,0
2,6,9,9,7,2,6,5,4,6,0
2,6,4,6,3,9,4,5,5,4,0
2,6,30,10,27,6,11,15,6,7,0
2,6,3,5,5,3,3,2,4,5,0
2,6,3,8,1,6,10,5,4,1,0
2,6,1,5,8,2,2,4,2,1,0
2,6,5,9,1,6,5,1,2,2,0
2,6,1,1,1,2,1,2,3,2,0
2,6,2,4,2,3,4,7,12,13,0
2,6,1,1,1,1,2,1,2,1,0
2,6,5,2,5,23,14,11,23,5,0
2,6,3,2,1,2,4,2,1,7,0
2,6,9,4,12,7,23,4,15,12,0
2,6,2,1,3,3,7,1,2,2,0
2,6,4,15,7,21,13,1,16,5,0
2,6,8,6,6,6,1,4,1,1,0
2,6,1,3,1,15,11,3,3,6,0
2,6,3,5,3,1,7,8,4,13,0
2,6,7,5,4,3,5,16,10,10,0
2,6,7,3,3,12,1,1,4,2,0
2,6,15,4,18,3,16,3,3,29,0
2,6,12,1,8,5,8,18,2,2,0
2,6,8,2,2,1,6,4,3,3,0
2,6,4,1,2,3,6,6,1,2,0
2,6,5,2,9,4,3,3,4,2,0
2,6,8,9,9,9,3,3,1,1,0
2,7,9,8,2,6,2,6,4,4,0
2,7,2,5,1,1,2,7,14,9,0
2,7,6,1,12,1,3,4,3,4,0
2,7,1,3,7,2,5,2,3,12,0
2,7,3,2,14,5,2,4,6,5,0
2,7,11,7,1,9,11,16,58,33,0
2,7,17,17,5,15,4,11,4,16,0
2,7,8,14,9,1,52,6,27,33,0
2,7,8,5,13,5,23,21,20,23,0
2,7,1,1,5,2,5,4,2,3,0
2,7,5,2,5,3,2,6,6,21,0
2,7,16,1,6,6,4,17,9,4,0
2,7,2,2,15,5,3,7,28,18,0
2,7,21,16,25,10,6,13,33,15,0
2,7,4,5,8,8,3,6,2,1,0
2,7.962,61.112,7.576,17.609,25.203,23.124,7.606,114.453,121.624,0
2,8,1,5,3,2,4,2,5,2,0
2,8,1,7,8,5,18,6,10,33,0
2,8,15,10,6,2,5,7,1,2,0
2,8,11,11,18,8,2,2,6,1,0
2,8,5,4,2,1,7,2,4,1,0
2,8,4,3,3,1,5,3,5,3,0
2,8,4,2,3,3,3,4,2,2,0
2,8,2,4,4,1,1,8,5,3,0
2,8,1,2,1,13,1,2,3,3,0
2,8,1,15,2,1,6,10,6,6,0
2,8,11,10,20,1,5,4,4,4,0
2,8,13,3,8,2,5,1,5,1,0
2,8,19,12,26,7,1,3,2,1,0
2,8,6,4,3,7,8,1,4,3,0
2,9,4,3,6,5,5,12,9,7,0
2,9,2,1,6,9,2,12,14,5,0
2,9,4,2,1,7,1,4,2,8,0
2,9,13,16,6,1,11,3,15,6,0
2,9,3,3,4,1,5,2,1,4,0
2,9,10,8,2,5,4,16,10,2,0
2,9,4,3,3,3,2,4,2,4,0
2,9,56,36,22,47,14,7,18,12,0
2,9,1,4,2,3,3,1,1,5,0
2,9,12,10,3,5,4,5,2,3,0
2,9,4,1,11,3,8,4,1,1,0
2,9,2,2,4,2,3,1,3,1,0
2,9,3,3,6,2,2,4,5,4,0
2,10,4,2,8,3,10,8,18,4,0
2,10,16,7,21,3,1,3,1,1,0
2,10,5,18,4,2,14,6,9,25,0
2,10,41,13,12,66,14,10,59,20,0
2,10,8,8,7,3,4,4,4,4,0
2,10,6,9,5,11,6,2,7,13,0
2,11,13,2,4,9,3,4,3,16,0
2,11,13,10,3,4,1,8,1,1,0
2,11,1,3,7,2,7,4,2,2,0
2,11,4,3,1,4,3,3,5,4,0
2,11,31,20,12,14,25,15,9,8,0
2,11,9,7,6,2,17,27,14,62,0
2,11,19,16,10,25,23,3,19,24,0
2,11,24,10,4,9,1,11,12,6,0
2,12,7,6,17,18,4,20,10,17,0
2,12,10,7,29,30,11,22,17,20,0
2,12,11,10,15,1,12,5,36,3,0
2,12,5,5,4,6,11,9,1,5,0
2,12,8,19,15,12,6,1,5,4,0
2,12,7,4,16,4,3,2,2,2,0
2,12,1,2,7,1,3,11,3,3,0
2,13,8,4,6,5,10,2,7,3,0
2,13,5,7,3,29,5,18,8,15,0
2,13,3,7,4,9,2,1,25,15,0
2,13,5,6,3,2,3,1,7,5,0
2,14,4,7,15,2,6,40,25,5,0
2,14,14,6,13,10,9,10,15,5,0
2,14,1,2,4,1,2,2,2,6,0
2,14,5,7,3,14,8,6,4,1,0
2,14,5,10,14,7,22,17,39,5,0
2,14,3,3,1,1,2,1,1,1,0
2,14,4,3,9,6,2,15,1,1,0
2,14,9,16,6,4,6,12,13,4,0
2,15,27,4,24,8,27,13,9,1,0
2,15,7,6,18,1,1,2,25,38,0
2,15,10,10,2,2,2,8,1,6,0
2,15,10,14,5,6,3,5,2,15,0
2,15,25,7,7,14,14,12,18,4,0
2,15,10,5,4,2,3,7,4,3,0
2,16,21,15,8,18,31,3,6,22,0
2,16,2,5,4,5,18,9,9,10,0
2,17,14,51,11,11,7,5,1,1,0
2,17,9,2,16,21,17,21,17,23,0
2,17,7,15,9,39,30,1,14,3,0
2,17,9,2,14,2,13,6,15,6,0
2,18,2,1,7,4,3,1,2,4,0
2,18,13,13,13,12,17,6,1,4,0
2,18,4,1,4,10,10,5,13,23,0
2,18,3,3,3,3,9,2,5,2,0
2,19,9,5,16,14,25,6,16,2,0
2,19,1,4,2,7,4,10,1,1,0
2,19,20,13,24,34,8,10,24,10,0
2,20,10,4,3,9,3,3,23,2,0
2,21,6,8,2,2,9,2,16,1,0
2,22,5,31,4,19,14,4,6,1,0
2,25,18,7,25,40,11,8,18,9,0
2,27,23,27,17,50,19,26,23,4,0
2,29,14,21,27,10,4,17,12,2,0
2,31,6,8,20,28,25,28,25,2,0
2,47,71,14,28,13,34,19,28,2,0
2,2007,3,19,9,13,12,5,5,5,0
2.55,41.344,24.488,33.191,85.909,5.056,20.482,17.947,42.476,9.471,0
3,1,2,2,5,1,1,2,2,10,0
3,1,3,7,2,2,1,3,3,1,0
3,1,3,6,6,3,3,3,7,11,0
3,1,1,9,7,8,5,5,4,4,0
3,1,3,1,3,1,4,1,4,2,0
3,1,1,3,6,1,2,4,1,6,0
3,1,3,1,5,2,2,1,1,6,0
3,1,3,7,3,2,1,2,2,3,0
3,1,9,2,1,5,1,3,1,5,0
3,1,1,4,3,2,8,9,2,1,0
3,1,4,11,8,8,6,13,31,24,0
3,1,2,1,7,4,5,6,2,2,0
3,1,2,1,3,1,1,6,1,5,0
3,1,1,1,3,2,1,1,2,2,0
3,1,1,1,1,1,1,1,1,1,0
3,1,6,7,1,1,1,1,2,5,0
3,1,2,5,18,18,59,30,26,6,0
3,1,2,1,1,5,14,7,18,4,0
3,1,2,4,3,9,4,7,5,1,0
3,1,1,2,2,2,3,5,7,4,0
3,1,1,2,3,1,2,1,7,16,0
3,1,4,3,3,5,2,2,3,28,0
3,1,3,9,3,2,7,1,5,3,0
3,1,3,1,1,6,1,1,2,1,0
3,1,1,1,1,1,1,2,2,4,0
3,1,1,2,3,1,2,2,3,1,0
3,1,1,1,11,3,3,13,1,2,0
3,1,1,2,2,3,2,3,1,7,0
3,1,2,1,6,11,16,12,6,11,0
3,1,1,1,7,9,4,8,2,1,0
3,1,6,8,2,7,3,2,6,1,0
3,1,1,1,1,1,12,16,3,2,0
3,1,6,1,2,8,2,1,5,7,0
3,1,3,1,3,5,2,3,3,4,0
3,1,3,13,1,2,3,2,1,3,0
3,1,1,6,4,6,5,3,5,8,0
3,1,2,1,6,1,6,6,3,10,0
3,1,3,1,2,8,12,7,22,33,0
3,1,5,11,4,4,7,5,2,3,0
3,1,2,1,16,48,15,35,11,10,0
3,1,5,1,1,4,8,2,2,2,0
3,1,1,4,3,1,3,14,7,6,0
3,1,2,1,5,5,2,9,4,4,0
3,1,5,1,7,3,7,5,1,1,0
3,1,2,1,10,8,2,2,1,1,0
3,1,2,1,2,2,1,1,3,1,0
3,1,4,1,2,4,2,2,1,4,0
3,1,2,2,1,1,2,4,1,2,0
3,1,2,1,1,2,1,1,5,1,0
3,1,1,1,6,1,1,2,1,1,0
3,1,12,12,1,7,12,12,10,8,0
3,1,5,1,4,2,5,1,8,5,0
3,1,2,2,2,3,2,8,5,6,0
3,1,3,2,1,4,17,2,20,3,0
3,1,3,4,19,9,9,2,30,41,0
3,1,1,1,1,1,1,2,1,2,0
3,1,1,1,3,1,2,3,2,2,0
3,1,1,2,1,2,4,1,1,3,0
3,1,3,3,8,10,3,4,8,2,0
3,1,3,5,4,6,6,5,1,31,0
3,1,4,1,1,3,1,3,3,8,0
3,1,2,1,2,1,1,2,2,1,0
3,1,3,5,6,2,6,10,8,1,0
3,1,1,1,1,8,1,3,2,2,0
3,1,8,1,2,2,5,2,2,2,0
3,1,5,3,8,9,5,8,5,12,0
3,1,3,1,2,3,3,1,16,5,0
3,1,1,1,11,2,7,1,1,5,0
3,1,1,9,7,4,3,3,2,6,0
3,1,3,4,6,1,3,3,1,7,0
3,1,3,2,2,3,1,4,3,1,0
3,1,1,2,8,3,1,5,4,2,0
3,1,2,3,2,2,3,1,5,4,0
3,1,1,1,2,2,1,1,1,2,0
3,1,1,2,1,1,1,1,3,2,0
3,1,1,6,3,6,9,1,9,9,0
3,1,4,8,1,2,1,2,2,1,0
3,1,1,2,3,2,1,2,3,4,0
3,1,2,1,4,1,2,2,1,2,0
3,1,5,3,2,2,4,3,4,1,0
3,1,5,3,1,1,4,6,7,18,0
3,1,7,22,9,16,7,9,12,11,0
3,1,5,8,10,2,11,9,3,3,0
3,1,1,3,1,1,5,2,2,3,0
3,1,8,15,4,1,4,2,2,5,0
3,1,3,4,3,2,2,7,5,1,0
3,2,1,1,1,4,19,8,13,7,0
3,2,10,3,5,4,2,8,3,4,0
3,2,7,3,2,3,5,1,1,6,0
3,2,4,1,3,2,1,6,8,4,0
3,2,4,3,1,2,3,1,4,8,0
3,2,1,2,5,1,1,1,6,1,0
3,2,3,2,5,2,8,7,4,1,0
3,2,8,6,4,2,9,12,5,6,0
3,2,2,7,2,2,1,4,4,17,0
3,2,7,21,9,1,15,7,18,4,0
3,2,5,1,10,1,7,6,3,4,0
3,2,1,1,9,8,5,5,12,1,0
3,2,10,3,6,1,13,7,7,6,0
3,2,3,1,1,1,1,5,3,1,0
3,2,2,6,2,1,3,13,26,22,0
3,2,7,5,3,4,3,1,2,3,0
3,2,7,9,6,5,4,1,6,2,0
3,2,1,7,6,3,5,4,5,3,0
3,2,1,1,8,19,12,19,5,3,0
3,2,1,5,3,2,3,3,3,2,0
3,2,3,6,2,13,8,6,13,7,0
3,2,3,2,1,1,1,11,2,3,0
3,2,4,2,1,1,2,3,2,3,0
3,2,13,18,19,9,28,5,8,17,0
3,2,3,2,7,7,2,5,23,13,0
3,2,5,4,3,4,2,1,5,1,0
3,2,25,17,6,1,13,5,2,48,0
3,2,2,8,5,1,27,25,18,1,0
3,2,5,1,1,3,4,1,3,21,0
3,2,2,12,13,7,10,6,4,5,0
3,2,3,3,4,2,3,10,1,10,0
3,2,6,3,2,3,6,2,4,9,0
3,2,22,9,40,10,19,16,19,9,0
3,2,1,7,3,2,1,2,2,9,0
3,2,12,15,4,10,8,22,14,1,0
3,2,1,1,1,3,1,1,1,2,0
3,2,2,4,3,3,1,1,2,1,0
3,2,7,13,13,1,11,5,2,1,0
3,2,3,1,2,1,2,2,1,2,0
3,2,5,10,12,3,8,8,55,7,0
3,2,2,1,16,7,5,7,5,17,0
3,2,4,2,3,6,9,4,4,1,0
3,2,9,2,3,4,18,4,2,3,0
3,2,3,8,2,1,11,6,6,6,0
3,2,1,1,1,1,1,2,1,2,0
3,2,1,1,1,1,2,1,1,3,0
3,2,1,1,1,3,9,2,2,10,0
3,2,1,1,1,1,2,3,1,3,0
3,2,2,1,1,1,1,1,2,2,0
3,2,7,3,4,3,3,3,8,2,0
3,2,6,20,3,10,12,10,19,2,0
3,2,1,3,1,1,1,2,8,1,0
3,2,2,1,1,1,2,1,1,1,0
3,2,5,9,7,6,4,1,1,8,0
3,2,3,5,2,4,10,1,17,3,0
3,2,1,2,3,3,1,2,1,5,0
3,2,3,1,10,6,1,3,1,5,0
3,2,6,3,13,1,2,6,10,12,0
3,2,2,2,9,5,4,5,1,44,0
3,2,5,6,15,5,18,4,13,4,0
3,3,2,10,5,3,8,12,12,4,0
3,3,1,2,2,1,1,2,1,3,0
3,3,3,6,5,1,7,3,3,2,0
3,3,5,8,2,6,7,3,7,2,0
3,3,2,2,3,2,1,1,2,1,0
3,3,1,3,5,1,1,2,1,2,0
3,3,7,5,1,6,5,3,10,10,0
3,3,1,2,4,1,1,4,10,11,0
3,3,2,2,8,6,1,2,1,6,0
3,3,1,1,1,1,5,1,4,2,0
3,3,2,7,5,3,6,3,3,8,0
3,3,6,4,7,8,2,4,2,2,0
3,3,7,5,1,2,4,5,3,1,0
3,3,4,2,6,4,4,2,9,2,0
